id,text,length
117,ЙДЕТЬСЯ НЕ ПРО ПОВЕРХНЕВУ ПРАКТИЧНІСТЬ А ПРО ТЕ ЩОБ ШКІЛЬНІ ПРЕДМЕТИ Й КУРСИ НЕ СПРИЙМАЛИСЯ ЯК ІЗОЛЬОВАНІ БЛОКИ І ДАВАЛИ ЦІЛІСНУ КАРТИНУ СВІТУ,142
118,ЦЕ СТАНЕ ОПОРОЮ ДЛЯ ВЧИТЕЛЯ В ПЛАНУВАННІ ЗАНЯТЬ І ДОПОМОЖЕ ПОЄДНАТИ ДЕРЖАВНІ СТАНДАРТИ ОСВІТИ ОСВІТНІ ПРОГРАМИ З ЩОДЕННОЮ ПРАКТИКОЮ ВИКЛАДАННЯ В КЛАСІ,150
119,ЦЕ ДАСТЬ ЗМОГУ ПРОТЕСТУВАТИ НОВІ ІДЕЇ В РЕАЛЬНОМУ ОСВІТНЬОМУ ПРОЦЕСІ ЗІБРАТИ ЗВОРОТНИЙ ЗВ ЯЗОК І ПІДГОТУВАТИ ОСНОВУ ДЛЯ ПОДАЛЬШОГО МАСШТАБУВАННЯ,144
120,ТОМУ ПАРАЛЕЛЬНО ЗІ ЗМІНАМИ ЗМІСТУ ОСВІТИ МИ ПРАЦЮЄМО НАД ТИМ ЩОБ НАДАТИ ВЧИТЕЛЮ БІЛЬШЕ ПІДТРИМКИ МОЖЛИВОСТЕЙ ДЛЯ ЗРОСТАННЯ І БІЛЬШЕ ВПЛИВУ НА ВИБІР ВЛАСНОЇ ПРОФЕСІЙНОЇ ТРАЄКТОРІЇ,178
121,НИНІШНЯ СИСТЕМА ДЕ ЮРЕ ДОЗВОЛЯЄ ВЧИТЕЛЕВІ ПІДВИЩУВАТИ КВАЛІФІКАЦІЮ В РІЗНИХ ПРОВАЙДЕРІВ ПРОТЕ ДЕРЖАВНІ КОШТИ ВИДІЛЯЮТЬ ТІЛЬКИ ДЛЯ ОБЛАСНИХ ІНСТИТУТІВ ПІСЛЯДИПЛОМНОЇ ОСВІТИ,171
122,ВИПЕРЕДЖАЮЧИ ЗАПИТАННЯ ПРО КОНТРОЛЬ НАД ТИМ ХТО Й ЧОГО НАВЧАЄ ВЧИТЕЛІВ СКАЖУ ЩО ПЕРЕДБАЧАЄМО СТВОРЕННЯ ТАК ЗВАНОГО РЕЄСТРУ ПРОВАЙДЕРІВ,134
123,ДО НЬОГО ЗМОЖУТЬ ПОТРАПИТИ ВСІ ПРОВАЙДЕРИ АЛЕ ДЛЯ ТОГО ЩОБ ПРЕТЕНДУВАТИ НА ДЕРЖАВНЕ ФІНАНСУВАННЯ ЇХНІ ПРОГРАМИ МАЮТЬ ПРОЙТИ ПЕРЕВІРКУ,133
124,ЗАРАЗ НАША КОМАНДА ІНТЕНСИВНО ГОТУЄТЬСЯ ДО ВПРОВАДЖЕННЯ ЦИХ ЗМІН ЦЕ ПОТРЕБУЄ ПОВНОГО ПЕРЕГЛЯДУ ТОГО ЯК ФІНАНСУЄТЬСЯ ПІДВИЩЕННЯ КВАЛІФІКАЦІЇ ВЧИТЕЛІВ,148
125,ПРОСТІР В ЯКОМУ Є НЕОБХІДНЕ ОБЛАДНАННЯ ЯКИЙ СПОНУКАЄ ВЧИТИСЯ СТАВИТИ ЗАПИТАННЯ І ДОСЛІДЖУВАТИ ЦЕ НАЙКРАЩИЙ ПОМІЧНИК УЧИТЕЛЯ,123
126,А СУЧАСНИЙ КАБІНЕТ В ЯКОМУ НА КОЖНОМУ УРОЦІ ВІДБУВАЮТЬСЯ ЕКСПЕРИМЕНТИ Й ВИГЛЯД ЯКОГО ДАЄ ВІЛЬНО ДИХАТИ МОЖЕ ЗВІСНО В ПАРІ З ПРОФЕСІЙНИМ УЧИТЕЛЕМ,144
127,ПРИЧИНА ТАКОЖ У ТОМУ ЩО ШКІЛЬНІ ПРЕДМЕТИ ДАЛЕКО НЕ ЗАВЖДИ ВИКЛИКАЮТЬ ЦІКАВІСТЬ ТА ДАЮТЬ РОЗУМІННЯ А ЯК ЦІ ВМІННЯ МОЖНА ЗАСТОСУВАТИ В МАЙБУТНІЙ КАР ЄРІ,150
128,ТОЖ МАЄМО З ОДНОГО БОКУ СТВОРИТИ УМОВИ В ЯКИХ ВИВЧАТИ ПРИРОДНИЧІ НАУКИ БУДЕ ЦІКАВО А З ІНШОГО НАДАТИ ШКОЛАМ МОЖЛИВІСТЬ ВИКЛАДАТИ ЇХ НА ВИСОКОМУ РІВНІ,149
129,ЯКЩО ГОВОРИТИ ПРО ІНСТРУМЕНТИ ТО НАРАЗІ ЇХ ТРИ ФІНАНСУВАННЯ ОНОВЛЕНИЙ ПЕРЕЛІК ОБЛАДНАННЯ ДЛЯ ШКІЛ І ГАЙДЛАЙНИ З ОБЛАШТУВАННЯ ОСВІТНІХ ПРОСТОРІВ,143
130,І ЗВІСНО ГОТУЄМО ГАЙДЛАЙНИ ЯКІ МІСТЯТЬ РЕКОМЕНДАЦІЇ З ОБЛАШТУВАННЯ РІЗНОМАНІТНИХ КАБІНЕТІВ У ШКОЛАХ А ТАКОЖ ЇХНЮ ВІЗУАЛІЗАЦІЮ,125
131,САМЕ ТОМУ ПРАЦЮЄМО З ЦИМИ ТРЬОМА КОМПОНЕНТАМИ ОДНОЧАСНО ЩОБ ВОНИ ПІДСИЛЮВАЛИ ОДИН ОДНОГО А ЗМІНИ БУЛИ НЕ ТОЧКОВИМИ А СИСТЕМНИМИ,127
132,А З ІНШОГО ХРОНІЧНИЙ ДЕФІЦИТ КАДРІВ ЕМОЦІЙНЕ ВИГОРАННЯ РОБІТНИКІВ ТА ДЕМОГРАФІЧНІ ВИКЛИКИ ВСЕ СИЛЬНІШЕ ТИСНУТЬ НА БІЗНЕС,120
133,ПРАЦІВНИКИ ОЧІКУЮТЬ ВІД РОБОТОДАВЦЯ ЛОЯЛЬНОСТІ ТА ГНУЧКОСТІ В УМОВАХ ВІДКЛЮЧЕНЬ СВІТЛА ТА ОБСТРІЛІВ А ВІД КОМПАНІЇ ЦІННОСТЕЙ ТА УЧАСТІ В ОБОРОНІ ДЕРЖАВИ,152
134,УСЕ ЦЕ ЗМУШУЄ БІЗНЕС ПЕРЕОСМИСЛЮВАТИ ПІДХІД ДО РОБОТИ З ПЕРСОНАЛОМ ТА РОЗШИРЮВАТИ ПЕРЕЛІК ПОТЕНЦІЙНИХ КАНДИДАТІВ НА ПОСАДИ РОЗГЛЯДАЮЧИ НАВІТЬ НЕПОВНОЛІТНІХ,155
135,ЯК ЗМІНЮЄТЬСЯ УКРАЇНСЬКИЙ РИНОК ПРАЦІ КОГО ШУКАЮТЬ РОБОТОДАВЦІ ЯКІ ЗАРПЛАТИ ГОТОВІ ПЛАТИТИ ТА ЯК НАМАГАЮТЬСЯ ВТРИМАТИ ПРАЦІВНИКІВ,129
136,КОГО ШУКАЮТЬ РОБОТОДАВЦІ ТРЕТІЙ РІК ПОСПІЛЬ ПЕРЕЛІК СПЕЦІАЛЬНОСТЕЙ ЗА ЯКИМИ РОЗМІЩУЄТЬСЯ НАЙБІЛЬШЕ ВАКАНСІЙ НЕ ЗМІНЮЄТЬСЯ,121
137,ДЛЯ ПЕРШИХ ВИСОКИЙ ПОПИТ ПОВ ЯЗАНИЙ З БРАКОМ КВАЛІФІКОВАНИХ КАДРІВ А НА ПОСАДИ У СФЕРАХ ТОРГІВЛІ ТА ПОСЛУГ ХАРАКТЕРНА ВИСОКА ПЛИННІСТЬ КАДРІВ,141
138,АБИ ЗАПОВНИТИ ВАКАНСІЮ В УМОВАХ КАДРОВОГО ГОЛОДУ РОБОТОДАВЦІ ВДАЮТЬСЯ ДО КОМПЛЕКСНОГО ПІДХОДУ ПРОПОНУЮТЬ ДОСТОЙНУ ЗАРПЛАТУ СОЦІАЛЬНИЙ ПАКЕТ І РОЗВИВАЮТЬ КОРПОРАТИВНУ КУЛЬТУРУ,174
139,КОМПАНІЇ ПРОПОНУЮТЬ КОНКУРЕНТНІ АБО ВИЩІ ЗА РИНКОВІ ЗАРПЛАТИ А ТАКОЖ МАТЕРІАЛЬНІ БЕНЕФІТИ МЕДИЧНЕ СТРАХУВАННЯ ОПЛАТУ НАВЧАННЯ І СПОРТУ ПСИХОЛОГІЧНУ ПІДТРИМКУ,157
140,ЦЕ ПРО СИЛЬНУ МІСІЮ ТА ЦІННОСТІ КОМПАНІЇ ПРО МОЖЛИВІСТЬ ПРОФЕСІЙНОГО РОЗВИТКУ І ПОБУДОВИ КАР ЄРИ ПРО РЕАЛЬНИЙ ВПЛИВ НА РОЗВИТОК БІЗНЕСУ,135
141,КОЛИ ЛЮДИНА ВІДЧУВАЄ ЩО ВОНА ЦІННА НЕ ФОРМАЛЬНО НЕ ПРОСТО ЯК ВИКОНАВЕЦЬ ЗАВДАНЬ А СПРАВДІ ВАЖЛИВА ЧАСТИНА КОМПАНІЇ НАГОЛОСИЛА ТАРАСЕВИЧ,135
142,НЕ ВСІ ЗАРАЗ ГОТОВІ ДОЛУЧАТИСЯ ДО ВІЙСЬКА ЧЕРЕЗ НИЗКУ ПРИЧИН АЛЕ ХОЧУТЬ ЗНАЙТИ МІСЦЕ ДЕ ВОНИ МОЖУТЬ ЗАСТОСУВАТИ СВІЙ ДОСВІД ТА ДОПОМАГАТИ ДЕРЖАВІ В ЦИВІЛЬНОМУ ЖИТТІ,164
143,ТАК ЗВАНІ ЧЕРВОНІ КОМПАНІЇ З ЧІТКОЮ ВЕРТИКАЛЛЮ ВЛАДИ НАВІТЬ З НАЯВНІСТЮ БРОНЮВАННЯ ВЖЕ НЕ ВИГЛЯДАЮТЬ ЦІКАВИМИ КАНДИДАТАМ ЗАЗНАЧИЛА ВОНА,135
144,КОМПАНІЇ НАМАГАЮТЬСЯ ПРИЛАШТУВАТИСЯ ДО ПОТРЕБ КАНДИДАТІВ ПРОПОНУЮЧИ ДИСТАНЦІЙНЕ АБО ГІБРИДНЕ ПРАЦЕВЛАШТУВАННЯ ГНУЧКИЙ ГРАФІК,124
145,ХОЧА В КОМПАНІЇ Є РІЗНІ МОДЕЛІ РОБОТИ ОКРЕМІ ПОЗИЦІЇ ПЕРЕДБАЧАЮТЬ ЧАСТКОВУ АБО ПОВНУ ПРИСУТНІСТЬ НА РОБОЧОМУ МІСЦІ ТОМУ ТАКІ ВАКАНСІЇ ЗАКРИВАЮТЬСЯ ДОВШЕ,152
146,КОМПАНІЯ ВПРОВАДЖУЄ ПРОГРАМИ АДАПТАЦІЇ ПІСЛЯ ПОВЕРНЕННЯ З ФРОНТУ ПСИХОЛОГІЧНОЇ ПІДТРИМКИ ПЕРЕНАВЧАННЯ ТА ПЕРЕКВАЛІФІКАЦІЇ,121
147,ВАЖЛИВО ЩО ВЕТЕРАНИ ПРАЦЮЮТЬ НЕ ЛИШЕ НА ЛІНІЙНИХ ПОЗИЦІЯХ А Й У ВИРОБНИЧИХ УПРАВЛІНСЬКИХ ТА ЕКСПЕРТНИХ РОЛЯХ РОЗПОВІЛИ В УКРНАФТІ,129
148,ЗОКРЕМА ТАМ ПРАЦЕВЛАШТОВУЮТЬ ЕЛЕКТРОМОНТЕРОК ОПЕРАТОРОК КОТЕЛЬНІ МАШИНІСТОК КРАНА ЛАБОРАНТОК ХІМАНАЛІЗУ ОБХІДНИЦЬ ЛІНІЙНИХ СЛЮСАРОК РЕМОНТНИЦЬ ТОКАРОК ЕЛЕКТРОГАЗОЗВАРНИЦЬ,170
149,ЧИТАЙТЕ ТАКОЖ МІЖ НИМИ ПРІРВА У ПІДХОДАХ ДО РОБОТИ ЧОМУ БІЗНЕС І ЗУМЕРИ НЕ РОЗУМІЮТЬ ОДНЕ ОДНОГО МЕРЕЖА СУПЕРМАРКЕТІВ СІЛЬПО ЗАЛУЧАЄ ДО РОБОТИ НЕПОВНОЛІТНІХ,156
150,ДЛЯ НАС ЦЕ ДОВГОСТРОКОВИЙ НАПРЯМ ЯКИЙ ДОПОМАГАЄ МОЛОДІ ОТРИМАТИ ПЕРШИЙ ДОСВІД А БІЗНЕСУ ФОРМУВАТИ МОТИВОВАНУ КОМАНДУ ЩО ЗРОСТАЄ РАЗОМ З КОМПАНІЄЮ,145
151,ДЛЯ КОМПАНІЙ ВАЖЛИВО БУТИ ГНУЧКИМИ І ВОДНОЧАС СТАБІЛЬНИМИ А ТАКОЖ БУТИ ГОТОВИМИ ІНВЕСТУВАТИ В ПРАЦІВНИКІВ І ЧАСТО ЙДЕТЬСЯ НЕ ЛИШЕ ПРО МАТЕРІАЛЬНІ РЕСУРСИ,153
152,ПЕРІОДИ АВАРІЙНИХ ВІДКЛЮЧЕНЬ ЕЛЕКТРОЕНЕРГІЇ СТАЮТЬ ДЕДАЛІ ДОВШИМИ У ДЕЯКИХ РАЙОНАХ НЕМАЄ ОПАЛЕННЯ ПО КІЛЬКА ДІБ А ПОЗНАЧКИ ВУЛИЧНИХ ТЕРМОМЕТРІВ ТИМ ЧАСОМ ПАДАЮТЬ НИЖЧЕ,167
153,ЖИТТЯ ДОПОМОГЛИ СІМЕЙНА ЛІКАРКА МЕДИЧНОЇ МЕРЕЖІ ДОБРОБУТ ГАННА СЄРОВА ЛІКАРКА ІМУНОЛОГИНЯ ХМЕЛЬНИЦЬКОЇ ОБЛАСНОЇ ЛІКАРНІ ГАЛИНА ГРАНОВСЬКА БІОЛОГИНЯ ДАРІЯ ОЗЕРНА,160
154,КОЛИ МОЗОК ОТРИМУЄ ІНФОРМАЦІЮ ПРО ЗНИЖЕННЯ ТЕМПЕРАТУРИ ВІН ПОСИЛАЄ СИГНАЛИ ДО НАШИХ КРОВОНОСНИХ СУДИН ЩОБ ОБМЕЖИТИ ПРИПЛИВ КРОВІ ДО ШКІРИ,137
155,ЗВУЖЕННЯ СУДИН У ПАЛЬЦЯХ РУК І НІГ ЦЕ ВІДЧУТТЯ ЯКЕ НАПЕВНО ЗНАЙОМЕ БАГАТЬОМ КОЛИ ВОНИ ТЯГНУТЬСЯ ДО РУКАВИЧОК І ТОВСТИХ ШКАРПЕТОК,128
156,ГАЛИНА ГРАНОВСЬКА ПОЯСНЮЄ БАГАТО ЧОГО ЗАЛЕЖИТЬ ВІД ОСОБЛИВОСТЕЙ ВЛАСНИХ ТЕРМОРЕГУЛЯЦІЇ ТА ЦИРКУЛЯЦІЇ КРОВІ В ОРГАНІЗМІ ЛЮДИНИ,125
157,Є ЛЮДИ В ЯКИХ ЦИРКУЛЯЦІЯ КРОВІ НАПРИКЛАД У НОГАХ УПОВІЛЬНЕНА ЗАЗВИЧАЙ ТАКІ ЛЮДИ МЕРЗНУТЬ НАВІТЬ ПРИ ЗВИЧАЙНІЙ ТЕМПЕРАТУРІ В ПРИМІЩЕННІ ГОВОРИТЬ ВОНА,148
158,ЦЕ БУЛО ПОВ ЯЗАНО З ПОШИРЕННЯМ СИДЯЧОГО СПОСОБУ ЖИТТЯ У ПРИМІЩЕННІ ПІДВИЩЕННЯМ ОЧІКУВАНЬ ТЕПЛОВОГО КОМФОРТУ БІЛЬШ ЕФЕКТИВНИМИ ТЕХНОЛОГІЯМИ БУДІВНИЦТВА ТОЩО,155
159,ЯКЩО ЛЮДИНА У ПРИМІЩЕННІ ВИКОНУЄ ФІЗИЧНУ РОБОТУ ВОНА ПРИ НЕВИСОКІЙ ТЕМПЕРАТУРІ БУДЕ ВІДЧУВАТИ СЕБЕ КОМФОРТНІШЕ НІЖ ТА ЯКА ЗБИРАЄ ДРІБНІ ДЕТАЛІ АБО ПРАЦЮЄ ОНЛАЙН ЧИ ВЧИТЬСЯ,171
160,ЩО ВПЛИВАЄ НА НАШУ РЕАКЦІЮ НА ХОЛОД ФОРМА ТІЛА І ВАГА ЧИМ БІЛЬША ПЛОЩА ПОВЕРХНІ ТІЛА ЛЮДИНИ ТИМ БІЛЬШЕ ТЕПЛА ВОНА ВТРАЧАЄ,121
161,КОЖЕН ХТО НАДМІРНО СТРАЖДАЄ ВІД ХОЛОДУ МУСИТЬ ПЕРЕВІРИТИ НАЯВНІСТЬ ПРОБЛЕМ ЗІ ЗДОРОВ ЯМ ЯКІ МОЖУТЬ ПОРУШИТИ ТЕРМОРЕГУЛЯЦІЮ НЕЗАЛЕЖНО ВІД ТОГО ЯКА У ЛЮДИНИ ВАГА,159
162,ЧИ МОЖНА ЗВИКНУТИ ДО ХОЛОДУ КОЛИ НАШЕ ТІЛО НЕОДНОРАЗОВО ПІДДАЄТЬСЯ ВПЛИВУ НИЗЬКИХ ТЕМПЕРАТУР З ЧАСОМ ВОНО ПРИСТОСОВУЄТЬСЯ ДО НИХ ОСКІЛЬКИ МАЄ ВРОДЖЕНУ ЗДАТНІСТЬ АКЛІМАТИЗУВАТИСЯ,177
163,НАУКОВЦІ КАЖУТЬ РІЧ У СПЕЦІАЛЬНИХ ЖИРОВИХ КЛІТИНАХ ЯКІ ВИРОБЛЯЮТЬ ТЕПЛО БУРИЙ ЖИР САМЕ ЗАВДЯКИ НИМ ЛЮДИНА МОЖЕ АКЛІМАТИЗУВАТИСЯ,127
164,ЗА ТАКОЇ ТЕМПЕРАТУРИ В НАС ЯКІСНИЙ ЗДОРОВИЙ СОН А ЖИРОВА ТКАНИНА МІСЦЯМИ ПОСТУПОВО НАБУВАЄ ЗДАТНОСТІ ДО УТВОРЕННЯ ТЕПЛА ПОЯСНЮЄ НАУКОВИЦЯ,137
165,ОДНАК ПЕРЕБУВАННЯ У ПРОХОЛОДНОМУ ПРИМІЩЕННІ БЕЗ ТЕПЛОГО ОДЯГУ АБО ДОДАТКОВИХ ЗАСОБІВ ОБІГРІВУ МОЖЕ СТВОРИТИ ДЛЯ ВІРУСІВ І БАКТЕРІЙ СПРИЯТЛИВЕ СЕРЕДОВИЩЕ,152
166,ЯКЩО ЛЮДИНА ЗАМЕРЗЛА ОРГАНІЗМУ ТРЕБА СИЛИ НАГРІТИСЯ І ЙОМУ МОЖЕ НЕ ВИСТАЧИТИ СИЛ ДАТИ РАДУ ТОМУ ВІРУСУ ГОВОРИТЬ ГАННА СЄРОВА,124
167,ЗА СЛОВАМИ ДАРІЇ ОЗЕРНОЇ В ТАКОМУ РАЗІ ПОСТІЙНО ВІДБУВАЄТЬСЯ ТЕПЛООБМІН МІЖ ТЕПЛИМ ТІЛОМ І ХОЛОДНОЮ ПІДЛОГОЮ І НІКОЛИ НЕ БУДЕ РІВНОВАГИ БО МАСА ПІДЛОГИ НЕЗРІВНЯННО БІЛЬША З МАСОЮ ЛЮДИНИ,185
168,ЯК ПОЯСНЮЄ ДАРІЯ ОЗЕРНА ПЕРЕОХОЛОДЖЕННЯ ЦЕ НАСЛІДОК ТЕПЛООБМІНУ МІЖ ТІЛОМ І ХОЛОДНИМ СЕРЕДОВИЩЕМ КОЛИ ПЕРЕДАЧА ТЕПЛА ВІДБУВАЄТЬСЯ ЗНАЧНО ШВИДШЕ НІЖ ЙОГО УТВОРЕННЯ,162
169,ЗАЗВИЧАЙ ПЕРЕОХОЛОДЖЕННЯ БУВАЄ ТОДІ КОЛИ ОДЯГУ ЗАМАЛО ТЕМПЕРАТУРА НИЗЬКА ЛЮДИНА ЧИ ТВАРИНА ГОЛОДНІ І НЕ МАЮТЬ ЗМОГИ РУХАТИСЯ,124
170,ЯК ЗВИКНУТИ ДО ХОЛОДУ В КВАРТИРІ НЕ ПАНІКУЙТЕ ЕКСПЕРТИ РЕКОМЕНДУЮТЬ ПЕРЕДУСІМ ПСИХОЛОГІЧНО ПІДГОТУВАТИ СЕБЕ ДО ТОГО ЩО БУДЕ ПРОХОЛОДНО,134
171,ПІДГОТУЙТЕ ДОМІВКУ ДО ЗИМИ ЯКЩО ВИ ЖИВЕТЕ У ВЕЛИКОМУ БУДИНКУ ЧИ БАГАТОКІМНАТНІЙ КВАРТИРІ ПРОВОДЬТЕ БІЛЬШЕ ЧАСУ В ОДНІЙ І ТІЙ САМІЙ ЧАСТИНІ ДОМУ ЧИ ЗАГАЛЬНІЙ КІМНАТІ,164
172,ЯКЩО Є СОНЯЧНИЙ ДЕНЬ КОРИСТУЙТЕСЯ ЦИМ ЯКЩО СОНЯЧНО ПЕРЕКОНАЙТЕСЯ ЩО ВАШІ ШТОРИ РОЗСУНУТІ ОСОБЛИВО В КІМНАТАХ ЯКІ ВИХОДЯТЬ НА ПІВДЕНЬ,132
173,ЯКЩО ВИ ПОЧНЕТЕ ПІТНІТИ ВИ БУДЕТЕ ВТРАЧАТИ ТЕПЛО СВОГО ТІЛА ШВИДШЕ ВІДПОВІДНО ШВИДШЕ ЗМЕРЗНЕТЕ ПОЯСНЮЄ ДЖОН ЕРІК СМІТ ДОЦЕНТ КАФЕДРИ КІНЕЗІОЛОГІЇ УНІВЕРСИТЕТУ ШТАТУ МІССІСІПІ,174
174,УТЕПЛЮЙТЕСЯ ЩОБ ОРГАНІЗМ ШВИДШЕ АДАПТУВАВСЯ ДО НОВИХ ТЕМПЕРАТУРНИХ УМОВ ДАРІЯ ОЗЕРНА НЕ РАДИТЬ ПОСПІШАТИ ВМИКАТИ ОБІГРІВАЧ ПРИ ПЕРШОМУ Ж ПОХОЛОДАННІ У КВАРТИРІ,159
175,ПОДБАЙТЕ ПРО БЕЗПЕКУ У ПЕРІОД ПОХОЛОДАННЯ ЗРОСТАЄ РИЗИК НЕПРАВИЛЬНОГО ПОВОДЖЕННЯ З ПРИЛАДАМИ ДЛЯ ОБІГРІВУ А ВІДПОВІДНО ПОЖЕЖ ОТРУЄНЬ ЧАДНИМ ГАЗОМ ТА ІНШИХ ТРАГІЧНИХ ВИПАДКІВ,173
176,ПАМ ЯТАЙТЕ ПРАВИЛА БЕЗПЕЧНОГО ПОВОДЖЕННЯ З ЕЛЕКТРИЧНИМИ ПРИЛАДАМИ ГЕНЕРАТОРАМИ ПАЛЬНИКАМИ СВІЧКАМИ ГАЗОВИМИ БАЛОНАМИ ТОЩО,121
177,ВІДПОВІЛИ У КМДА ЯК ВДЯГАТИСЯ ЩОБ ЗІГРІТИСЯ БЕЗ ОПАЛЕННЯ ПЕРЕДУСІМ ЕКСПЕРТКИ РАДЯТЬ НОСИТИ ТЕРМОБІЛИЗНУ ТА БАГАТОШАРОВИЙ ОДЯГ,125
178,АДЖЕ ЗА СЛОВАМИ ДОЦЕНТА КАФЕДРИ КІНЕЗІОЛОГІЇ УНІВЕРСИТЕТУ ШТАТУ МІССІСІПІ ДЖОНА СМІТА УТЕПЛЮВАТИ ТРЕБА ПЕРЕДУСІМ ГРУДНУ КЛІТКУ А НЕ ГОЛОВУ,138
179,ГАННА СЄРОВА ПОПЕРЕДЖАЄ ЩО ЕЛЕКТРОПРОСТИРАДЛА КРАЩЕ ВИКОРИСТОВУВАТИ ПЕРЕД СНОМ ЩОБ НАГРІТИ ЛІЖКО ЗРОБИТИ ЙОГО КОМФОРТНИМ І ЛЯГТИ СПАТИ,134
180,СПАТИ НА ПІДКЛЮЧЕНОМУ ДО СТРУМУ ПРОСТИРАДЛІ НЕ ВАРТО БО ЦЕ ПРИ ПЕРЕПАДІ НАПРУГИ МОЖЕ НАВІТЬ ПРИЗВЕСТИ ДО ОПІКІВ І ПОЖЕЖІ,120
181,ЗА СЛОВАМИ ДЖОНА ЕРІКП СМІТА ЯКЩО ВИ НЕ МОЖЕТЕ ЗАСНУТИ ВІД ХОЛОДУ ТРЕБА СТВОРИТИ МІЖ СОБОЮ ТА НАВКОЛИШНІМ СЕРЕДОВИЩЕМ БІЛЬШЕ ШАРІВ З КОВДР,138
